Temperature data from metasensor 3
=======================
Starting day 2020-01-06
=======================
Sensor 21 at datetime 2020-01-06 00:00:00 records value = 70
Sensor 21 at datetime 2020-01-06 00:15:00 records value = 70.15
Sensor 21 at datetime 2020-01-06 00:30:00 records value = 70.51
Sensor 21 at datetime 2020-01-06 00:45:00 records value = 70.504
Sensor 21 at datetime 2020-01-06 01:00:00 records value = 70.8016
Sensor 21 at datetime 2020-01-06 01:15:00 records value = 71.0706
Sensor 21 at datetime 2020-01-06 01:30:00 records value = 70.5783
Sensor 21 at datetime 2020-01-06 01:45:00 records value = 70.5313
Sensor 21 at datetime 2020-01-06 02:00:00 records value = 71.2625
Sensor 21 at datetime 2020-01-06 02:15:00 records value = 71.255
Sensor 21 at datetime 2020-01-06 02:30:00 records value = 71.552
Sensor 21 at datetime 2020-01-06 02:45:00 records value = 71.8208
Sensor 21 at datetime 2020-01-06 03:00:00 records value = 71.0283
Sensor 21 at datetime 2020-01-06 03:15:00 records value = 70.4113
Sensor 21 at datetime 2020-01-06 03:30:00 records value = 70.6145
Sensor 21 at datetime 2020-01-06 03:45:00 records value = 70.6958
Sensor 21 at datetime 2020-01-06 04:00:00 records value = 70.7283
Sensor 21 at datetime 2020-01-06 04:15:00 records value = 70.7413
Sensor 21 at datetime 2020-01-06 04:30:00 records value = 72.0965
Sensor 21 at datetime 2020-01-06 04:45:00 records value = 72.0386
Sensor 21 at datetime 2020-01-06 05:00:00 records value = 73.2154
Sensor 21 at datetime 2020-01-06 05:15:00 records value = 75.0362
Sensor 21 at datetime 2020-01-06 05:30:00 records value = 76.0645
Sensor 21 at datetime 2020-01-06 05:45:00 records value = 77.6758
Sensor 21 at datetime 2020-01-06 06:00:00 records value = 78.6203
Sensor 21 at datetime 2020-01-06 06:15:00 records value = 79.2981
Sensor 21 at datetime 2020-01-06 06:30:00 records value = 80.1693
Sensor 21 at datetime 2020-01-06 06:45:00 records value = 79.6177
Sensor 21 at datetime 2020-01-06 07:00:00 records value = 78.9471
Sensor 21 at datetime 2020-01-06 07:15:00 records value = 77.7788
Sensor 21 at datetime 2020-01-06 07:30:00 records value = 77.1615
Sensor 21 at datetime 2020-01-06 07:45:00 records value = 76.3146
Sensor 21 at datetime 2020-01-06 08:00:00 records value = 76.4258
Sensor 21 at datetime 2020-01-06 08:15:00 records value = 74.9703
Sensor 21 at datetime 2020-01-06 08:30:00 records value = 74.5381
Sensor 21 at datetime 2020-01-06 08:45:00 records value = 74.3653
Sensor 21 at datetime 2020-01-06 09:00:00 records value = 74.5961
Sensor 21 at datetime 2020-01-06 09:15:00 records value = 74.6884
Sensor 21 at datetime 2020-01-06 09:30:00 records value = 73.8254
Sensor 21 at datetime 2020-01-06 09:45:00 records value = 72.8802
Sensor 21 at datetime 2020-01-06 10:00:00 records value = 72.2021
Sensor 21 at datetime 2020-01-06 10:15:00 records value = 71.6308
Sensor 21 at datetime 2020-01-06 10:30:00 records value = 70.9523
Sensor 21 at datetime 2020-01-06 10:45:00 records value = 70.8309
Sensor 21 at datetime 2020-01-06 11:00:00 records value = 70.3324
Sensor 21 at datetime 2020-01-06 11:15:00 records value = 70.1329
